fips,pop,peak,r,R,attack_start,attack,hit_hom,lam,peak_deaths,npts,rise_start,rise_end,season
04013,4485414,2021-01-17,0.03540743208600454,1.2117041170751477,0.08685931777980806,0.14366566831957986,0.24639962070578603,2.989731802404,570.3333333333334,6,2020-11-22,2020-12-27,winter 2020-21
04015,212181,2021-01-17,0.032054795140738036,1.1901433977526046,0.11311097600633421,0.20689882694491968,0.2548049036205101,1.557441703951277,46.0,8,2020-11-08,2020-12-27,winter 2020-21
04017,110924,2021-01-03,0.03893561640990487,1.2347532247489466,0.2407053478057048,0.3128268003317587,0.38506364107801616,2.112862196582923,24.0,4,2020-11-22,2020-12-13,winter 2020-21
04019,1047279,2021-01-17,0.05437667048077507,1.3400881771171227,0.06598050758202924,0.13578043673175916,0.3030163922292868,3.768942066168366,175.66666666666666,5,2020-11-29,2020-12-27,winter 2020-21
04025,235099,2021-01-17,0.038912549231107776,1.2346013227483785,0.04423668326960131,0.1382396352175041,0.22585267072065918,2.0355630969398795,45.0,7,2020-11-15,2020-12-27,winter 2020-21
04027,213787,2020-07-19,0.04844735073960017,1.2987668217948447,0.004209797602286388,0.08793799435887122,0.23328022729933096,2.9764240759881013,37.666666666666664,6,2020-05-24,2020-06-28,summer 2020
04027,213787,2021-01-17,0.048834248215796586,1.301429499387752,0.1707306805371702,0.29608909802747596,0.3628011967970962,1.6075303719666112,48.333333333333336,5,2020-11-15,2020-12-13,winter 2020-21
05007,279141,2020-12-13,0.04111662746160492,1.2491879314233716,0.046571445971749045,0.07487255544688885,0.23676131505539066,7.383725087244753,25.0,4,2020-11-08,2020-11-29,winter 2020-21
05119,391911,2021-01-10,0.021161844010226576,1.1223376758554702,0.058686793685301,0.10920846824916881,0.16129233958290712,2.09213588390909,28.333333333333332,3,2020-11-08,2020-11-22,winter 2020-21
05131,127827,2021-01-24,0.01702722149152831,1.0974795038865306,0.10091764650660659,0.16271992615018738,0.18077526704649027,1.3061135676928763,21.333333333333332,6,2020-12-06,2021-01-10,winter 2020-21
05143,239187,2020-09-13,0.08418964259583213,1.5653098340989455,0.02215839489604368,0.03637321426331699,0.37530475832802723,30.59922642922204,15.333333333333334,3,2020-08-16,2020-08-30,summer 2020
06001,1671329,2020-09-13,0.032380893861546134,1.1922260376581664,0.011308365977015894,0.019864431240049087,0.17071796555875873,20.22900130873174,38.666666666666664,4,2020-08-02,2020-08-23,summer 2020
06007,219186,2021-01-10,0.11129604414618265,1.7973955893615505,0.026917777595284367,0.050641920560619745,0.45861543882481526,23.755209380383057,12.666666666666666,3,2020-11-29,2020-12-13,winter 2020-21
06013,1153526,2021-01-17,0.05575745623254399,1.3498704156791153,0.02314642236065767,0.038924133482903724,0.27633529389716227,18.42417597259335,47.0,4,2020-12-06,2020-12-27,winter 2020-21
06017,192843,2021-01-24,0.11495985088815021,1.8309113175735376,0.004148452367988467,0.030594836213914945,0.4560896871008534,22.470797796685986,15.333333333333334,3,2020-12-20,2021-01-03,winter 2020-21
06025,181215,2020-07-26,0.03663135533366128,1.2196578284514408,0.007725629776784482,0.09932952570151476,0.18643217214202323,2.050071775275256,28.333333333333332,6,2020-05-17,2020-06-21,summer 2020
06025,181215,2021-01-31,0.034683766256011175,1.2070222236799657,0.19589989791132079,0.29302210081946856,0.33381499833769324,1.4616996554339903,32.333333333333336,7,2020-11-29,2021-01-10,winter 2020-21
06029,900202,2021-03-07,0.025824612648848798,1.1509467004130585,0.06276369081606128,0.1046431800862473,0.185682265870715,3.0753708677381524,122.33333333333333,6,2021-01-17,2021-02-21,winter 2020-21
06037,10039107,2021-01-24,0.04652592047164579,1.2856121250120176,0.07409025523883747,0.15200555188823067,0.2797907496769235,2.8581038250591155,1506.6666666666667,6,2020-11-22,2020-12-27,winter 2020-21
06047,277680,2021-01-24,0.036155988435572786,1.216563358199345,0.0633823105733218,0.11668107173725151,0.23011186954292195,3.345857238629221,23.666666666666668,5,2020-11-22,2020-12-20,winter 2020-21
06053,434061,2021-01-03,0.02054871946084148,1.1186213597716532,0.025342060217342727,0.045154943659992494,0.12869718491553173,5.4581629325177365,21.666666666666668,3,2020-11-15,2020-11-29,winter 2020-21
06053,434061,2021-04-18,0.07438956248772634,1.4879584900055114,0.07833000430815024,0.08224650452355775,0.3805808415472425,93.32248440454762,13.0,3,2021-03-28,2021-04-11,winter 2020-21
06059,3175692,2021-01-31,0.06593080346342825,1.423842947430239,0.05812906289400861,0.09641992989244548,0.33850082355930744,8.513963474510586,330.3333333333333,3,2020-12-27,2021-01-10,winter 2020-21
06065,2470546,2021-01-24,0.040862344149627416,1.2474976060762053,0.056667635413386354,0.11240430253069565,0.24382030074293493,3.631053602297838,291.0,7,2020-11-22,2021-01-03,winter 2020-21
06067,1552058,2020-08-30,0.04798125591317721,1.2955652791039474,0.00451014072927687,0.017718410007873418,0.23161736785719178,19.386740761701894,42.666666666666664,5,2020-07-05,2020-08-02,summer 2020
06067,1552058,2021-01-17,0.04453404188434339,1.2720954352709983,0.03279516616002753,0.06964945897640423,0.23967588671212714,6.194918307183839,100.0,6,2020-11-08,2020-12-13,winter 2020-21
06073,3338330,2021-01-17,0.04490695971012131,1.2746167407058837,0.02899653419524133,0.06299556964110797,0.23819966049793428,6.807848975046452,261.0,6,2020-11-22,2020-12-27,winter 2020-21
06075,881549,2021-01-17,0.0602407534984639,1.382054272603442,0.018943927110120936,0.028812919077668968,0.2901464925528455,32.00346509931021,33.0,4,2020-12-13,2021-01-03,winter 2020-21
06077,762148,2020-08-09,0.07225720797703397,1.4715677226147894,0.00721644614956675,0.02768491159197426,0.3253565305942001,18.54427692006903,50.333333333333336,3,2020-07-05,2020-07-19,summer 2020
06077,762148,2021-02-21,0.06344107502209995,1.405427066389172,0.0659976802405832,0.13475073082918276,0.3354316690662157,4.4511575069981495,69.33333333333333,5,2020-11-29,2020-12-27,winter 2020-21
06079,283111,2021-01-17,0.051336703918708815,1.3187646028533337,0.012715860563524554,0.045211948670309525,0.2513568097745825,8.267337729292437,23.0,5,2020-11-29,2020-12-27,winter 2020-21
06081,766573,2021-01-31,0.03726516862223622,1.2237941856088368,0.023350678930773715,0.04983217514835508,0.20194969664499274,7.346786953543278,47.333333333333336,5,2020-12-13,2021-01-10,winter 2020-21
06083,446499,2021-02-07,0.06527187341960315,1.4189490691633304,0.0313550534267714,0.07525212822425134,0.3173504478604149,7.545043471127642,35.666666666666664,4,2020-12-13,2021-01-03,winter 2020-21
06085,1927852,2021-01-24,0.05002945849682855,1.309684562534409,0.02474256322580779,0.06406093413809774,0.25534936833420174,6.555992810346464,165.0,5,2020-11-29,2020-12-27,winter 2020-21
06095,447643,2021-02-14,0.03524812898746659,1.210672146096769,0.02122226863817819,0.03127492220363102,0.19154187653740895,18.518090760443762,13.0,5,2020-12-27,2021-01-24,winter 2020-21
06097,494336,2021-01-10,0.08179516459307236,1.54610032352598,0.032366649404453655,0.044099559813568105,0.37414581972999206,35.717575126464105,17.333333333333332,3,2020-12-06,2020-12-20,winter 2020-21
06099,550660,2020-08-16,0.06757822088875148,1.4361414590591866,0.008172011767696946,0.03595685177786656,0.3093800182594495,12.738951201128758,39.0,4,2020-07-05,2020-07-26,summer 2020
06099,550660,2021-01-17,0.08641699455559536,1.5833612476252832,0.07554570878582065,0.13420259325173428,0.4161444252847094,7.010392895527071,54.666666666666664,3,2020-11-22,2020-12-06,winter 2020-21
06107,466195,2021-02-07,0.055996669674411685,1.3515713177485091,0.06606677463293258,0.13835412220208282,0.3090018905381602,3.739643990601615,53.333333333333336,5,2020-11-29,2020-12-27,winter 2020-21
06111,846006,2021-01-24,0.05946464703531699,1.3764364581754591,0.02340408933269977,0.05992865298827668,0.29048965183483233,8.38198921778621,88.0,4,2020-12-13,2021-01-03,winter 2020-21
08001,517421,2020-12-13,0.04092958209447141,1.247944374117027,0.04928288569656044,0.08310447391969016,0.23817348431406515,6.114832189225343,47.666666666666664,5,2020-10-25,2020-11-22,winter 2020-21
08005,656590,2020-05-24,0.11158464482739691,1.800016491289153,0.0004569061362494098,0.04264457271661158,0.44470336871864524,13.630506911269967,43.0,3,2020-03-29,2020-04-12,spring 2020
08005,656590,2020-12-13,0.05420024259926942,1.3388426400355826,0.06137772430283738,0.07874015748031496,0.2989301000510286,15.62880424365808,31.666666666666668,4,2020-11-01,2020-11-22,winter 2020-21
08031,727211,2020-05-10,0.1054218942721128,1.7447538742602908,0.0006875583565155092,0.028327404288438978,0.42724732904395757,19.84462870670802,44.333333333333336,3,2020-03-29,2020-04-12,spring 2020
08031,727211,2020-12-13,0.054052958473259506,1.3378036081203586,0.06311785712812375,0.08415714283749832,0.2996863387233536,12.813501597950568,41.0,4,2020-11-01,2020-11-22,winter 2020-21
08041,720403,2020-12-13,0.05663699026263913,1.3561332620437776,0.02942797295402712,0.06079930261256547,0.28430925321951017,9.271777544602248,71.0,5,2020-11-01,2020-11-29,winter 2020-21
08059,582881,2020-05-24,0.041708860629783,1.2531323341997385,0.0008578080259950144,0.024704871148656413,0.20268421402431835,9.340831154029654,25.666666666666668,4,2020-03-29,2020-04-19,spring 2020
08069,356899,2021-01-03,0.04407979704336549,1.2690300324472148,0.016251096248518487,0.042308888509073994,0.2248025038033129,8.875000690196952,19.0,6,2020-11-01,2020-12-06,winter 2020-21
08101,168424,2020-12-13,0.06367806771894587,1.4071712323020107,0.03206193891606897,0.12824775566427588,0.3121391065531749,3.2636366004872226,50.0,4,2020-11-08,2020-11-29,winter 2020-21
08123,324492,2020-12-13,0.05443573237253579,1.3405053604999972,0.04899966717207204,0.07426993577653686,0.29056581133460535,10.881094630624753,23.0,5,2020-11-01,2020-11-29,winter 2020-21
09003,891720,2021-01-10,0.030372921258175044,1.179451331281059,0.1620463822724622,0.21542636702103798,0.28953947017263026,2.5074982195213784,67.33333333333333,7,2020-10-18,2020-11-29,winter 2020-21
09005,180333,2020-12-13,0.06434989454620929,1.4121256469814252,0.08151586232137213,0.10369704934759584,0.3495733615192179,14.11657534421732,14.666666666666666,4,2020-11-08,2020-11-29,winter 2020-21
09009,854757,2021-01-10,0.07776857087322127,1.5142512449892838,0.13325424652854553,0.19058048076821835,0.42760769962081935,6.063585717793484,69.33333333333333,3,2020-11-08,2020-11-22,winter 2020-21
09011,265206,2021-01-17,0.03481552755305321,1.2078735258381823,0.06146165622195576,0.11726733180998922,0.22298293347661358,3.080870442707093,29.666666666666668,5,2020-11-22,2020-12-20,winter 2020-21
09015,116782,2021-01-24,0.05441518905421077,1.3403602402905601,0.02397629771711394,0.10446815433885359,0.27181986383652657,3.403526387714459,17.666666666666668,5,2020-11-22,2020-12-20,winter 2020-21
10003,558753,2020-05-24,0.08357651804644682,1.5603717786026547,0.000536909868940301,0.026487553534388183,0.35947118254977695,16.91236981556791,25.0,3,2020-03-29,2020-04-12,spring 2020
10005,234225,2020-05-10,0.08599805745185275,1.5799524905929399,0.001280819724623759,0.0388515316469207,0.36788024562652055,11.928485781876525,23.333333333333332,3,2020-04-05,2020-04-19,spring 2020
10005,234225,2021-02-14,0.013931392380188465,1.0791760831782944,0.11484683530793041,0.16992208346675206,0.17978800819492358,1.1861228013600347,24.0,8,2020-12-06,2021-01-24,winter 2020-21
11001,705749,2021-02-07,0.034182404475324626,1.2037876377599719,0.09153395895707965,0.1348921500420121,0.24532698912458584,3.7926448542915274,35.666666666666664,7,2020-11-01,2020-12-13,winter 2020-21
12009,601942,2020-08-09,0.0886937951649128,1.601996906131903,0.003156450289230524,0.02508547335125311,0.3777493914656208,21.185496684813394,38.0,3,2020-07-05,2020-07-19,summer 2020
12011,1952778,2020-08-23,0.05293110232146441,1.3299119315927852,0.019100993558919654,0.056995726088679824,0.26243311069004793,7.236604179014986,126.66666666666667,5,2020-06-21,2020-07-19,summer 2020
12015,188910,2020-05-17,0.06825081750195988,1.4411886360210304,0.0005293526017680376,0.021703456672489543,0.3064956089595149,17.067627159732254,10.333333333333334,3,2020-04-05,2020-04-19,spring 2020
12015,188910,2020-05-31,0.06825081750195988,1.4411886360210304,0.0005293526017680376,0.03334921391138637,0.3064956089595149,10.945935112030096,10.333333333333334,3,2020-04-05,2020-04-19,spring 2020
12017,149657,2020-12-20,0.035825584908880014,1.2144165010328707,0.09020627167456251,0.14700281309928703,0.2508387957906939,3.013632278986945,23.333333333333332,5,2020-11-01,2020-11-29,winter 2020-21
12021,384902,2021-01-10,0.028844696761952098,1.1698073080240559,0.06728985559960718,0.09430972039636064,0.20268052866257813,5.335189487175344,16.666666666666668,4,2020-11-08,2020-11-29,winter 2020-21
12031,957755,2020-12-06,0.03996660513988425,1.241558815753945,0.0546068671006677,0.06786704324174762,0.23854341743348184,15.317641416837725,39.333333333333336,4,2020-11-01,2020-11-22,winter 2020-21
12031,957755,2021-02-21,0.030585239941837074,1.1807965487819247,0.07486256923743545,0.11391222181037947,0.21651411353047278,3.85354924845498,60.666666666666664,3,2020-12-27,2021-01-10,winter 2020-21
12033,318316,2020-08-16,0.051329551401674015,1.3187147760229483,0.012880282486585657,0.047751291169780975,0.2514532062115633,7.692395819300825,24.666666666666668,6,2020-06-21,2020-07-26,summer 2020
12033,318316,2021-01-24,0.01940954063554164,1.11174438804448,0.0876487515550585,0.15330677691350733,0.17935160432899877,1.4183303843399966,38.333333333333336,8,2020-11-08,2020-12-27,winter 2020-21
12055,106221,2020-08-23,0.08619328874847865,1.5815402443253401,0.010355767691887667,0.049895971606367856,0.37425289311542065,11.242429394811385,10.0,4,2020-07-05,2020-07-26,summer 2020
12057,1471968,2020-08-09,0.038005262125634924,1.2286393028422435,0.006114263353551164,0.026359268679753908,0.19106792827865193,10.00527676985736,62.666666666666664,6,2020-06-07,2020-07-12,summer 2020
12061,159923,2020-08-23,0.09149527467586135,1.6251838948566957,0.010630115743201416,0.04939877315958305,0.3912258868747659,12.14854085431077,14.0,3,2020-07-05,2020-07-19,summer 2020
12061,159923,2021-01-17,0.04421708631473043,1.269955842322418,0.09504574076274207,0.12130837965771027,0.2874128146201268,8.114734530284768,16.666666666666668,3,2020-12-20,2021-01-03,winter 2020-21
12061,159923,2021-01-31,0.04421708631473043,1.269955842322418,0.09504574076274207,0.14194331021804243,0.2874128146201268,4.490943988266202,16.666666666666668,3,2020-12-20,2021-01-03,winter 2020-21
12069,367118,2020-09-20,0.04594474813403438,1.2816557319859914,0.005992623625101465,0.04603424512009762,0.22443496208249847,6.03530581910233,20.0,6,2020-06-28,2020-08-02,summer 2020
12073,293582,2020-09-27,0.04109743892168305,1.249060309126893,0.009877989795014681,0.023502803305379755,0.20730648234504256,16.049850106053217,12.333333333333334,3,2020-08-23,2020-09-06,summer 2020
12081,403253,2020-08-09,0.058858270715594366,1.3720608132036516,0.03248580915703045,0.04761278899351028,0.2948459853000963,20.07270615358684,30.333333333333332,5,2020-07-05,2020-08-02,summer 2020
12083,365579,2020-08-30,0.05239200332874076,1.3261338181295392,0.004103080319164941,0.048963425142034965,0.2490223037328847,6.124110029721996,35.0,4,2020-07-12,2020-08-02,summer 2020
12085,161000,2020-08-02,0.05949350878107889,1.3766450229562583,0.015527950310559006,0.0484472049689441,0.28487588792109286,9.398595657972303,15.333333333333334,3,2020-06-28,2020-07-12,summer 2020
12085,161000,2021-02-14,0.053372457273587345,1.3330118766845067,0.10683229813664596,0.16645962732919253,0.3299626826395139,4.160250572063686,11.333333333333334,3,2020-11-29,2020-12-13,winter 2020-21
12086,2716940,2021-01-17,0.021471451891617855,1.1242182981272677,0.13555691329215955,0.1691240881285564,0.23107185842123634,2.9563923849284626,159.66666666666666,8,2020-11-08,2020-12-27,winter 2020-21
12091,210738,2020-08-16,0.05703626401555528,1.3589845282324322,0.004745228672569731,0.023726143362848656,0.2676481956553901,15.929779500845457,13.666666666666666,3,2020-07-12,2020-07-26,summer 2020
12097,375751,2020-08-09,0.07847230633343609,1.51977679798597,0.0071856096191360765,0.027677903718153776,0.3467367104850161,20.06863039330491,22.666666666666668,3,2020-07-05,2020-07-19,summer 2020
12101,553947,2020-08-02,0.08180364757868934,1.5461680204873565,0.0030688856515153976,0.01751070048217609,0.3552245932274235,29.863829097015156,28.0,4,2020-06-28,2020-07-19,summer 2020
12103,974996,2020-07-26,0.05640805421116706,1.3545007059190832,0.00974362971745525,0.03825656720642956,0.2689140980472092,10.385791372235552,70.0,5,2020-06-07,2020-07-05,summer 2020
12103,974996,2021-01-24,0.029774478346912155,1.1756667347349803,0.08441060271016496,0.12553897657016028,0.22121688890327595,3.521201443763068,53.666666666666664,6,2020-11-01,2020-12-06,winter 2020-21
12105,724777,2020-08-09,0.04838496749300265,1.2983379283316752,0.010348010491502904,0.04304772364465208,0.23775469551277006,7.770423358222812,47.0,5,2020-06-14,2020-07-12,summer 2020
12111,328297,2020-08-09,0.059201377715005554,1.3745352303193736,0.013707100582704074,0.050563971038419475,0.2824535321745587,8.352733912525109,33.333333333333336,4,2020-06-28,2020-07-19,summer 2020
12111,328297,2021-01-10,0.05185264309878109,1.3223630527429566,0.11513964489471423,0.1309789611236167,0.33084915426982475,15.469632118526636,20.333333333333332,3,2020-12-13,2020-12-27,winter 2020-21
12113,184313,2020-08-16,0.05522784915953454,1.346111204278061,0.005968108597874268,0.025500100372735507,0.26155291758734034,14.977159575845434,10.0,3,2020-07-12,2020-07-26,summer 2020
12113,184313,2021-01-17,0.040653804138749645,1.2461128137687545,0.060766196632901635,0.09603229289306776,0.24626904322854093,5.74926425108183,21.666666666666668,4,2020-12-13,2021-01-03,winter 2020-21
12115,433742,2020-08-23,0.05597485202912169,1.3514161098365598,0.023055180268454517,0.041499324483218136,0.2770954759080849,15.800342667298692,21.0,4,2020-07-12,2020-08-02,summer 2020
12115,433742,2020-12-20,0.033108987320979874,1.1968872677158735,0.08230699355838263,0.1076676918536826,0.2332669657411156,6.4131542706084215,34.0,4,2020-11-15,2020-12-06,winter 2020-21
12117,471826,2020-08-09,0.11652977279663357,1.8454351684263979,0.004238850762781195,0.025221162038548108,0.460419327498617,28.77028139214878,26.333333333333332,3,2020-07-05,2020-07-19,summer 2020
13015,107738,2021-01-24,0.06076817570214581,1.3858831639433087,0.1030277153836158,0.14479570810670328,0.3527792905253332,6.843670694334083,11.333333333333334,4,2020-12-13,2021-01-03,winter 2020-21
13021,153159,2020-08-30,0.05588604293468775,1.350784490512128,0.02807539876859995,0.07769703380147427,0.28047397045333966,5.737784582527446,18.666666666666668,5,2020-07-12,2020-08-09,summer 2020
13063,292256,2020-09-06,0.08233425070988488,1.5504074401104786,0.02805759334282273,0.04961403700864995,0.37310517125232656,19.551921699580276,11.0,3,2020-07-12,2020-07-26,summer 2020
13063,292256,2021-01-31,0.024911329382340707,1.14529460174575,0.07117048067447718,0.10572922369429541,0.18900384415527116,3.577902406802997,26.333333333333332,7,2020-12-06,2021-01-17,winter 2020-21
13067,760141,2020-06-07,0.0859980574518526,1.5799524905929376,0.0006577727026959473,0.025390026324063564,0.3674859002106686,18.252040306642048,24.666666666666668,3,2020-03-22,2020-04-05,spring 2020
13067,760141,2021-02-07,0.03928902406566225,1.2370824818635267,0.07445986994518122,0.10287565070164614,0.2518363620665003,6.822810337854797,47.333333333333336,3,2020-12-27,2021-01-10,winter 2020-21
13073,156714,2021-02-07,0.05949350878107873,1.3766450229562563,0.06125808798192886,0.10209681330321477,0.3180944278560762,7.186631378942704,14.0,3,2020-12-27,2021-01-10,winter 2020-21
13077,148509,2021-02-14,0.04189196318830963,1.2543539884284935,0.0518487095058212,0.09561710064709883,0.24411187014116975,4.795063727701803,13.0,5,2020-12-13,2021-01-10,winter 2020-21
13089,759297,2021-02-14,0.02876656213967144,1.169316046704356,0.06887950301397214,0.09706346791835078,0.20370502088778086,5.089042449334039,45.0,4,2020-12-27,2021-01-17,winter 2020-21
13095,87956,2021-01-24,0.03648754455471378,1.2187209626403352,0.23534494519987265,0.2774114329892219,0.37257577555446564,3.4956706361461407,10.666666666666666,3,2020-12-20,2021-01-03,winter 2020-21
13097,146343,2021-01-24,0.05904846951317618,1.3734320173714365,0.0751658774249537,0.09498233601880514,0.32662548209335185,14.64975597414773,11.666666666666666,3,2020-12-27,2021-01-10,winter 2020-21
13117,244252,2021-01-31,0.04584670615517072,1.2809893270421946,0.033162471545780586,0.04544486841458821,0.2452415425765896,19.368904914587638,11.666666666666666,3,2021-01-03,2021-01-17,winter 2020-21
13121,1063937,2020-05-24,0.0975172108515756,1.6759977928795406,0.0002819715829038749,0.018422143416386497,0.4035087440661391,28.200664861270784,30.333333333333332,3,2020-03-22,2020-04-05,spring 2020
13121,1063937,2020-08-09,0.07605076692803024,1.5008355015507782,0.029513025677272244,0.04041592688288874,0.3533688579994634,35.93735592441665,34.0,3,2020-07-05,2020-07-19,summer 2020
13127,85292,2020-08-09,0.057799585399112605,1.3644497612822695,0.004689771608122684,0.055104816395441535,0.2705409487143636,5.978230552545163,12.0,4,2020-06-28,2020-07-19,summer 2020
13135,936250,2021-02-07,0.041268149664702596,1.2501960915209525,0.06312416555407209,0.08747663551401869,0.25061689058221914,8.478559559919898,56.0,4,2020-12-27,2021-01-17,winter 2020-21
13139,204441,2020-08-16,0.05630625075943012,1.3537752790920776,0.029348320542356962,0.05135956094912469,0.283003837897956,13.20513282162069,12.333333333333334,4,2020-07-05,2020-07-26,summer 2020
13139,204441,2021-01-17,0.04915733079752512,1.3036565662349404,0.10174084454683748,0.13500227449484203,0.3109694848180733,7.027851143750208,24.0,5,2020-12-06,2021-01-03,winter 2020-21
13139,204441,2021-01-31,0.04915733079752512,1.3036565662349404,0.10174084454683748,0.15994834695584545,0.3109694848180733,3.958088245535271,24.0,5,2020-12-06,2021-01-03,winter 2020-21
13151,234561,2020-08-23,0.06825081750195952,1.4411886360210282,0.014921491637569758,0.028563998277633534,0.31648190685007793,26.206044652745106,10.333333333333334,3,2020-07-19,2020-08-02,summer 2020
13153,157863,2021-01-17,0.04496310572549128,1.2749967145974268,0.06968067248183551,0.09628602015671817,0.2703359021502203,8.373042265287735,14.333333333333334,4,2020-12-06,2020-12-27,winter 2020-21
13215,195769,2021-02-07,0.08115324626078069,1.5409849474081148,0.10675847555026587,0.1511986065209507,0.42034377042284765,8.47357848755068,28.333333333333332,4,2021-01-03,2021-01-24,winter 2020-21
13217,111744,2021-01-24,0.03570735763311037,1.2136490843493148,0.10112399770904926,0.13960481099656358,0.25936086972547456,4.4255321254323245,10.666666666666666,5,2020-12-13,2021-01-10,winter 2020-21
13245,202518,2021-01-31,0.04951051289713885,1.306094838259085,0.12344581716193129,0.17035522768346517,0.32887401652513837,4.8552235768389265,24.666666666666668,3,2020-12-27,2021-01-10,winter 2020-21
13313,104628,2021-01-10,0.03940939650646549,1.2378766950958082,0.06594792980846427,0.13285162671560194,0.2454401364109673,2.871253606822893,13.333333333333334,5,2020-11-08,2020-12-06,winter 2020-21
15003,974563,2020-09-06,0.06150093705053937,1.3912177794020066,0.001949591765745262,0.007490536784179165,0.28260663210956716,59.30759928509536,15.666666666666666,4,2020-07-26,2020-08-16,summer 2020
15003,974563,2021-01-24,0.05918966864567625,1.3744507241400523,0.022676830538405416,0.027807335185103473,0.2889354617837806,60.427800707416246,28.333333333333332,4,2020-12-27,2021-01-17,winter 2020-21
16001,481587,2020-12-27,0.05283567994699905,1.3292425236336973,0.03156231376677527,0.06976932516866112,0.2714364241178162,7.070765398676375,24.333333333333332,6,2020-10-04,2020-11-08,winter 2020-21
16055,165697,2020-12-06,0.04421708631473026,1.269955842322418,0.028968538959667344,0.051901965636070656,0.23538171274950048,9.998850783768834,10.0,3,2020-10-25,2020-11-08,winter 2020-21
16083,86878,2020-11-22,0.046794773695526024,1.2874458986132031,0.048343654319850826,0.08863003291972651,0.2608183794711343,5.841173681154209,12.0,5,2020-10-11,2020-11-08,winter 2020-21
17007,53544,2020-12-13,0.07225720797703429,1.4715677226147916,0.054161063797997906,0.09898401314806514,0.35725762282869,7.957444140436231,10.0,3,2020-11-15,2020-11-29,winter 2020-21
17031,5150233,2020-05-10,0.10743409976973396,1.7626360857398005,0.0007766638907404772,0.04498825587114214,0.43310854452984093,12.524903987531713,508.6666666666667,3,2020-03-29,2020-04-12,spring 2020
