fips,pop,peak,r,R,attack_start,attack,hit_hom,lam,peak_deaths,npts,rise_start,rise_end,season
01015,113605,2021-02-07,0.02607786911425905,1.1525182592289303,0.22534219444566703,0.43484001584437304,0.3278563707332476,0.4501861490138341,19.0,4,2020-12-06,2020-12-27,winter 2020-21
01049,71513,2021-01-24,0.10062622978371025,1.7027590559009729,0.17619174136171045,0.30204298519150363,0.5161921143315302,3.2105741346256744,25.0,3,2021-01-03,2021-01-17,winter 2020-21
01055,102268,2021-01-24,0.11222976425813577,1.8058868944301152,0.18187507333672312,0.3578832088238745,0.5469677922872058,2.439894365122781,46.333333333333336,3,2020-12-27,2021-01-10,winter 2020-21
01073,658573,2021-01-24,0.034194373595168706,1.2038647713766162,0.15184345547114744,0.305812719318891,0.295471912880225,0.9261872821530753,114.66666666666667,6,2020-11-29,2021-01-03,winter 2020-21
01083,98915,2021-01-24,0.07543233387495066,1.4960305709877344,0.11727240560076833,0.16377698023555579,0.4099535052840382,7.442823339506143,15.333333333333334,3,2021-01-03,2021-01-17,winter 2020-21
01095,96774,2021-01-31,0.04045681963719976,1.2448059610281768,0.17773368880071094,0.3141339616012565,0.3394421805948624,1.2072844707583668,23.666666666666668,3,2021-01-03,2021-01-17,winter 2020-21
01097,413210,2020-05-10,0.08449885836938678,1.567805292504165,0.0004840153916894557,0.04114130829360373,0.3624744160597638,10.828426335431903,20.0,4,2020-03-29,2020-04-19,spring 2020
01097,413210,2020-07-26,0.08834018765349487,1.5990903920382469,0.06534207787807651,0.08712277050410203,0.41550651121692916,19.90885755315625,17.333333333333332,3,2020-06-28,2020-07-12,summer 2020
01097,413210,2020-08-09,0.08834018765349487,1.5990903920382469,0.06534207787807651,0.1026112630381646,0.41550651121692916,11.53644897062148,17.333333333333332,3,2020-06-28,2020-07-12,summer 2020
01101,226486,2021-02-07,0.0635919440863719,1.4065371850790886,0.24019144671193804,0.3735330219086389,0.459802014942578,1.7677878433655638,44.0,4,2020-12-27,2021-01-17,winter 2020-21
01117,217702,2021-01-31,0.08357651804644602,1.560371778602648,0.09646213631477892,0.14882729602851605,0.42094706141483684,7.452294886572564,24.333333333333332,3,2021-01-03,2021-01-17,winter 2020-21
