fips,pop,peak,r,R,attack_start,attack,hit_hom,lam,peak_deaths,npts,rise_start,rise_end,season
01127,63521,2020-07-12,0.06219467371645952,1.3962844436405497,0.0067469250888907385,0.07196720094816787,0.28864560553192997,4.914937165170833,12.666666666666666,4,2020-06-07,2020-06-28,summer 2020
01127,63521,2021-01-17,0.01441815589705571,1.082036568957597,0.21590160284450363,0.3913216551556628,0.2753494478371704,0.3113392735109468,15.0,6,2020-11-22,2020-12-27,winter 2020-21
04001,71887,2020-07-05,0.08233425070988479,1.5504074401104786,0.01192347513657347,0.18282661876079323,0.36269879819912476,2.30909585516474,12.666666666666666,3,2020-05-03,2020-05-17,summer 2020
04001,71887,2021-02-07,0.03608183777583224,1.2160812688388234,0.3895001877947334,0.6478421490871586,0.49797778499770573,0.35556917118194237,19.0,5,2020-11-29,2020-12-27,winter 2020-21
04001,71887,2021-02-21,0.03608183777583224,1.2160812688388234,0.3895001877947334,0.7253447374748861,0.49797778499770573,0.244921258313543,19.0,5,2020-11-29,2020-12-27,winter 2020-21
04003,125922,2021-01-10,0.03872605897121339,1.233373833070876,0.08962464291953975,0.186056220744361,0.2618820566236665,1.8733716758708137,24.0,5,2020-11-29,2020-12-27,winter 2020-21
04013,4485414,2020-07-26,0.03862917399578108,1.2327365421479168,0.015606140258179066,0.057583472626097455,0.20145641336581477,4.801345197261398,322.6666666666667,5,2020-06-07,2020-07-05,summer 2020
04013,4485414,2021-01-17,0.03540743208600454,1.2117041170751477,0.12408473968544008,0.20523666902797122,0.2771211651662341,1.9750863815170594,570.3333333333334,6,2020-11-22,2020-12-27,winter 2020-21
04015,212181,2021-01-17,0.032054795140738036,1.1901433977526046,0.16158710858047745,0.29556975277845665,0.29553624126073275,0.9997267918269522,46.0,8,2020-11-08,2020-12-27,winter 2020-21
04017,110924,2021-01-03,0.03893561640990487,1.2347532247489466,0.3438647825795783,0.44689542904536955,0.4686102418936149,1.234465319608531,24.0,4,2020-11-22,2020-12-13,winter 2020-21
04019,1047279,2021-01-17,0.05437667048077507,1.3400881771171227,0.09425786797432747,0.19397205247394164,0.3241175114505086,2.50981554943513,175.66666666666666,5,2020-11-29,2020-12-27,winter 2020-21
04025,235099,2021-01-17,0.038912549231107776,1.2346013227483785,0.06319526181371617,0.19748519316786303,0.2412087036316808,1.3620856080357482,45.0,7,2020-11-15,2020-12-27,winter 2020-21
04027,213787,2020-07-19,0.04844735073960017,1.2987668217948447,0.00601399657469484,0.12562570622695887,0.23466939042094126,2.038888243449041,37.666666666666664,6,2020-05-24,2020-06-28,summer 2020
04027,213787,2021-01-17,0.048834248215796586,1.301429499387752,0.24390097219595738,0.42298442575353706,0.4190242128676629,0.9746957262568999,48.333333333333336,5,2020-11-15,2020-12-13,winter 2020-21
05007,279141,2020-12-13,0.04111662746160492,1.2491879314233716,0.06653063710249864,0.1069607934955555,0.2527390479718521,5.02496500605145,25.0,4,2020-11-08,2020-11-29,winter 2020-21
05119,391911,2021-01-10,0.021161844010226576,1.1223376758554702,0.08383827669328714,0.1560120974988126,0.18370224664480372,1.40654541035568,28.333333333333332,3,2020-11-08,2020-11-22,winter 2020-21
05131,127827,2021-01-24,0.01702722149152831,1.0974795038865306,0.14416806643800942,0.23245703735741052,0.22018413051796193,0.8543034942763914,21.333333333333332,6,2020-12-06,2021-01-10,winter 2020-21
05143,239187,2020-09-13,0.08418964259583213,1.5653098340989455,0.031654849851490974,0.05196173466188141,0.3813715795723427,21.142292253634746,15.333333333333334,3,2020-08-16,2020-08-30,summer 2020
06001,1671329,2020-09-13,0.032380893861546134,1.1922260376581664,0.016154808538594138,0.028377758914355837,0.17478300222839727,14.064119454420444,38.666666666666664,4,2020-08-02,2020-08-23,summer 2020
06007,219186,2021-01-10,0.11129604414618265,1.7973955893615505,0.03845396799326338,0.07234560080088535,0.4650337200681095,16.34020601674344,12.666666666666666,3,2020-11-29,2020-12-13,winter 2020-21
06013,1153526,2021-01-17,0.05575745623254399,1.3498704156791153,0.033066317658082385,0.05560590497557675,0.2836840698849923,12.719580435492565,47.0,4,2020-12-06,2020-12-27,winter 2020-21
06017,192843,2021-01-24,0.11495985088815021,1.8309113175735376,0.00592636052569781,0.04370690887702135,0.4570607380417945,15.609371309944299,15.333333333333334,3,2020-12-20,2021-01-03,winter 2020-21
06025,181215,2020-07-26,0.03663135533366128,1.2196578284514408,0.011036613966834974,0.1418993224307354,0.18914685499225703,1.399014503514006,28.333333333333332,6,2020-05-17,2020-06-21,summer 2020
06025,181215,2021-01-31,0.034683766256011175,1.2070222236799657,0.27985699701617256,0.4186030011706694,0.4033722090151268,0.8791696444296875,32.333333333333336,7,2020-11-29,2021-01-10,winter 2020-21
06029,900202,2021-03-07,0.025824612648848798,1.1509467004130585,0.08966241545151613,0.1494902572660676,0.20905322182010977,2.0680431730345274,122.33333333333333,6,2021-01-17,2021-02-21,winter 2020-21
06037,10039107,2021-01-24,0.04652592047164579,1.2856121250120176,0.10584322176976783,0.21715078841175814,0.30448946394164267,1.8898226673437633,1506.6666666666667,6,2020-11-22,2020-12-27,winter 2020-21
06047,277680,2021-01-24,0.036155988435572786,1.216563358199345,0.0905461579618883,0.16668724533893073,0.252440215375047,2.2420023432517,23.666666666666668,5,2020-11-22,2020-12-20,winter 2020-21
06053,434061,2021-01-03,0.02054871946084148,1.1186213597716532,0.03620294316763246,0.06450706237141784,0.13840635312997274,3.760741395193468,21.666666666666668,3,2020-11-15,2020-11-29,winter 2020-21
06053,434061,2021-04-18,0.07438956248772634,1.4879584900055114,0.11190000615450034,0.11749500646222535,0.40314195603520486,62.881587511931514,13.0,3,2021-03-28,2021-04-11,winter 2020-21
06059,3175692,2021-01-31,0.06593080346342825,1.423842947430239,0.0830415184200123,0.13774275698920785,0.3559974551723416,5.744885184332875,330.3333333333333,3,2020-12-27,2021-01-10,winter 2020-21
06065,2470546,2021-01-24,0.040862344149627416,1.2474976060762053,0.08095376487626622,0.16057757504385092,0.26328817735014365,2.440232373406305,291.0,7,2020-11-22,2021-01-03,winter 2020-21
06067,1552058,2020-08-30,0.04798125591317721,1.2955652791039474,0.006443058184681242,0.02531201429696202,0.23310931695970338,13.505138185489798,42.666666666666664,5,2020-07-05,2020-08-02,summer 2020
06067,1552058,2021-01-17,0.04453404188434339,1.2720954352709983,0.04685023737146789,0.0994992271091489,0.250724642034833,4.235501271835481,100.0,6,2020-11-08,2020-12-13,winter 2020-21
06073,3338330,2021-01-17,0.04490695971012131,1.2746167407058837,0.04142362027891619,0.08999367091586853,0.24794932538684256,4.666467507827318,261.0,6,2020-11-22,2020-12-27,winter 2020-21
06075,881549,2021-01-17,0.0602407534984639,1.382054272603442,0.027062753014458478,0.04116131296809852,0.29602095498552816,22.167354903656744,33.0,4,2020-12-13,2021-01-03,winter 2020-21
06077,762148,2020-08-09,0.07225720797703397,1.4715677226147894,0.010309208785095359,0.03954987370282038,0.3274582093603212,12.88168692829702,50.333333333333336,3,2020-07-05,2020-07-19,summer 2020
06077,762148,2021-02-21,0.06344107502209995,1.405427066389172,0.09428240034369027,0.1925010440416897,0.35555702510889986,2.9650116380164593,69.33333333333333,5,2020-11-29,2020-12-27,winter 2020-21
06079,283111,2021-01-17,0.051336703918708815,1.3187646028533337,0.018165515090749363,0.06458849810044218,0.25548920346746273,5.712573863415683,23.0,5,2020-11-29,2020-12-27,winter 2020-21
06081,766573,2021-01-31,0.03726516862223622,1.2237941856088368,0.03335811275824816,0.07118882164050726,0.2101270796928586,5.058685601254595,47.333333333333336,5,2020-12-13,2021-01-10,winter 2020-21
06083,446499,2021-02-07,0.06527187341960315,1.4189490691633304,0.04479293346681627,0.10750304032035907,0.3268207525613218,5.1530275108128505,35.666666666666664,4,2020-12-13,2021-01-03,winter 2020-21
06085,1927852,2021-01-24,0.05002945849682855,1.309684562534409,0.03534651889401113,0.09151562019728249,0.263445940571171,4.497094009357826,165.0,5,2020-11-29,2020-12-27,winter 2020-21
06095,447643,2021-02-14,0.03524812898746659,1.210672146096769,0.030317526625968844,0.04467846029090145,0.1990544454992984,12.812786659318288,13.0,5,2020-12-27,2021-01-24,winter 2020-21
06097,494336,2021-01-10,0.08179516459307236,1.54610032352598,0.04623807057779093,0.06299937116224015,0.38311769623908076,24.575999524495227,17.333333333333332,3,2020-12-06,2020-12-20,winter 2020-21
06099,550660,2020-08-16,0.06757822088875148,1.4361414590591866,0.01167430252528135,0.05136693111123795,0.3118186991675814,8.830397759615954,39.0,4,2020-07-05,2020-07-26,summer 2020
06099,550660,2021-01-17,0.08641699455559536,1.5833612476252832,0.10792244112260094,0.19171799035962042,0.4365925273115455,4.658762855343097,54.666666666666664,3,2020-11-22,2020-12-06,winter 2020-21
06107,466195,2021-02-07,0.055996669674411685,1.3515713177485091,0.0943811066184751,0.19764874600297544,0.3299510861993329,2.48833456027666,53.333333333333336,5,2020-11-29,2020-12-27,winter 2020-21
06111,846006,2021-01-24,0.05946464703531699,1.3764364581754591,0.03343441333242824,0.08561236141182382,0.297776820043835,5.757282660603866,88.0,4,2020-12-13,2021-01-03,winter 2020-21
08001,517421,2020-12-13,0.04092958209447141,1.247944374117027,0.07040412242365778,0.11872067702812879,0.2550983065779112,4.149814595856684,47.666666666666664,5,2020-10-25,2020-11-22,winter 2020-21
08005,656590,2020-05-24,0.11158464482739691,1.800016491289153,0.0006527230517848712,0.060920818166587974,0.44481215489726256,9.449707566505717,43.0,3,2020-03-29,2020-04-12,spring 2020
08005,656590,2020-12-13,0.05420024259926942,1.3388426400355826,0.0876824632897677,0.1124859392575928,0.3185774717438149,10.586572239479386,31.666666666666668,4,2020-11-01,2020-11-22,winter 2020-21
08031,727211,2020-05-10,0.1054218942721128,1.7447538742602908,0.0009822262235935847,0.04046772041205569,0.4274162169721779,13.802634460824287,44.333333333333336,3,2020-03-29,2020-04-12,spring 2020
08031,727211,2020-12-13,0.054052958473259506,1.3378036081203586,0.09016836732589108,0.12022448976785477,0.319906429350687,8.663441381121533,41.0,4,2020-11-01,2020-11-22,winter 2020-21
08041,720403,2020-12-13,0.05663699026263913,1.3561332620437776,0.04203996136289589,0.08685614658937924,0.29360921566557663,6.358186407910697,71.0,5,2020-11-01,2020-11-29,winter 2020-21
08059,582881,2020-05-24,0.041708860629783,1.2531323341997385,0.001225440037135735,0.035292673069509166,0.2029775844857673,6.50196523936929,25.666666666666668,4,2020-03-29,2020-04-19,spring 2020
08069,356899,2021-01-03,0.04407979704336549,1.2690300324472148,0.02321585178359784,0.06044126929867713,0.23029075495340467,6.131787878643294,19.0,6,2020-11-01,2020-12-06,winter 2020-21
08101,168424,2020-12-13,0.06367806771894587,1.4071712323020107,0.04580276988009852,0.1832110795203941,0.3219039671817927,2.1968110897289805,50.0,4,2020-11-08,2020-11-29,winter 2020-21
08123,324492,2020-12-13,0.05443573237253579,1.3405053604999972,0.06999952453153148,0.10609990825219552,0.30623143862581337,7.401835408083109,23.0,5,2020-11-01,2020-11-29,winter 2020-21
09003,891720,2021-01-10,0.030372921258175044,1.179451331281059,0.23149483181780314,0.30775195288719714,0.34842146699899335,1.5793751428141578,67.33333333333333,7,2020-10-18,2020-11-29,winter 2020-21
09005,180333,2020-12-13,0.06434989454620929,1.4121256469814252,0.11645123188767445,0.1481386419251369,0.3743129232154314,9.448811664751135,14.666666666666666,4,2020-11-08,2020-11-29,winter 2020-21
09009,854757,2021-01-10,0.07776857087322127,1.5142512449892838,0.19036320932649362,0.27225782966888334,0.46532202410093704,3.8908974502838576,69.33333333333333,3,2020-11-08,2020-11-22,winter 2020-21
09011,265206,2021-01-17,0.03481552755305321,1.2078735258381823,0.08780236603136538,0.16752475972855602,0.24479044001264016,2.0651154521418618,29.666666666666668,5,2020-11-22,2020-12-20,winter 2020-21
09015,116782,2021-01-24,0.05441518905421077,1.3403602402905601,0.03425185388159134,0.14924022048407654,0.2794861283642254,2.310726905942264,17.666666666666668,5,2020-11-22,2020-12-20,winter 2020-21
10003,558753,2020-05-24,0.08357651804644682,1.5603717786026547,0.0007670140984861443,0.03783936219198312,0.3596186501166102,11.768439713146707,25.0,3,2020-03-29,2020-04-12,spring 2020
10005,234225,2020-05-10,0.08599805745185275,1.5799524905929399,0.0018297424637482274,0.05550218806702956,0.36822767552861746,8.27556939905982,23.333333333333332,3,2020-04-05,2020-04-19,spring 2020
10005,234225,2021-02-14,0.013931392380188465,1.0791760831782944,0.16406690758275772,0.2427458335239315,0.2253969436059723,0.7708462640680901,24.0,8,2020-12-06,2021-01-24,winter 2020-21
11001,705749,2021-02-07,0.034182404475324626,1.2037876377599719,0.13076279851011377,0.1927030714885887,0.27791482963940606,2.5089508508027296,35.666666666666664,7,2020-11-01,2020-12-13,winter 2020-21
12009,601942,2020-08-09,0.0886937951649128,1.601996906131903,0.004509214698900748,0.03583639050179016,0.37859381532467584,14.738166384972649,38.0,3,2020-07-05,2020-07-19,summer 2020
12011,1952778,2020-08-23,0.05293110232146441,1.3299119315927852,0.027287133655599503,0.08142246584097117,0.26858851083513546,4.979037144134311,126.66666666666667,5,2020-06-21,2020-07-19,summer 2020
12015,188910,2020-05-17,0.06825081750195988,1.4411886360210304,0.000756218002525768,0.03100493810355649,0.30665302443940945,11.889298096255562,10.333333333333334,3,2020-04-05,2020-04-19,spring 2020
12015,188910,2020-05-31,0.06825081750195988,1.4411886360210304,0.000756218002525768,0.047641734159123386,0.30665302443940945,7.604814179701392,10.333333333333334,3,2020-04-05,2020-04-19,spring 2020
12017,149657,2020-12-20,0.035825584908880014,1.2144165010328707,0.12886610239223215,0.2100040187132672,0.2826728746959041,1.98699004684186,23.333333333333332,5,2020-11-01,2020-11-29,winter 2020-21
12021,384902,2021-01-10,0.028844696761952098,1.1698073080240559,0.09612836514229596,0.13472817199480092,0.227332887512516,3.5936284718299736,16.666666666666668,4,2020-11-08,2020-11-29,winter 2020-21
12031,957755,2020-12-06,0.03996660513988425,1.241558815753945,0.07800981014381102,0.09695291891678233,0.257393062529781,10.422389996132157,39.333333333333336,4,2020-11-01,2020-11-22,winter 2020-21
12031,957755,2021-02-21,0.030585239941837074,1.1807965487819247,0.10694652748205066,0.16273174544339927,0.2436855667987875,2.5764998854331527,60.666666666666664,3,2020-12-27,2021-01-10,winter 2020-21
12033,318316,2020-08-16,0.051329551401674015,1.3187147760229483,0.018400403552265226,0.06821613024254425,0.25563919181364136,5.311901483840366,24.666666666666668,6,2020-06-21,2020-07-26,summer 2020
12033,318316,2021-01-24,0.01940954063554164,1.11174438804448,0.12521250222151215,0.21900968130501047,0.21313972241658097,0.9339793961852144,38.333333333333336,8,2020-11-08,2020-12-27,winter 2020-21
12055,106221,2020-08-23,0.08619328874847865,1.5815402443253401,0.014793953845553811,0.07127995943766836,0.3770591360609231,7.763758554146004,10.0,4,2020-07-05,2020-07-26,summer 2020
12057,1471968,2020-08-09,0.038005262125634924,1.2286393028422435,0.00873466193364452,0.03765609811393415,0.19320069301605813,6.953890726733216,62.666666666666664,6,2020-06-07,2020-07-12,summer 2020
12061,159923,2020-08-23,0.09149527467586135,1.6251838948566957,0.01518587963314488,0.0705696759422615,0.39402911665347673,8.389979323580908,14.0,3,2020-07-05,2020-07-19,summer 2020
12061,159923,2021-01-17,0.04421708631473043,1.269955842322418,0.1357796296610601,0.1732976852253004,0.31948785813016434,5.384527221280521,16.666666666666668,3,2020-12-20,2021-01-03,winter 2020-21
12061,159923,2021-01-31,0.04421708631473043,1.269955842322418,0.1357796296610601,0.20277615745434632,0.31948785813016434,2.961647314714996,16.666666666666668,3,2020-12-20,2021-01-03,winter 2020-21
12069,367118,2020-09-20,0.04594474813403438,1.2816557319859914,0.008560890893002094,0.06576320731442518,0.22643882880255828,4.175715921221925,20.0,6,2020-06-28,2020-08-02,summer 2020
12073,293582,2020-09-27,0.04109743892168305,1.249060309126893,0.014111413992878115,0.033575433293399654,0.21069576960918013,11.15297640703098,12.333333333333334,3,2020-08-23,2020-09-06,summer 2020
12081,403253,2020-08-09,0.058858270715594366,1.3720608132036516,0.04640829879575778,0.06801826999072896,0.3049931227336182,13.79934469110113,30.333333333333332,5,2020-07-05,2020-08-02,summer 2020
12083,365579,2020-08-30,0.05239200332874076,1.3261338181295392,0.005861543313092773,0.0699477502029071,0.25034831093509,4.23598328021979,35.0,4,2020-07-12,2020-08-02,summer 2020
12085,161000,2020-08-02,0.05949350878107889,1.3766450229562583,0.022182786157941437,0.06921029281277728,0.28970998511856183,6.485157407530501,15.333333333333334,3,2020-06-28,2020-07-12,summer 2020
12085,161000,2021-02-14,0.053372457273587345,1.3330118766845067,0.1526175687666371,0.2377994676131322,0.3643099164720204,2.7131809427897844,11.333333333333334,3,2020-11-29,2020-12-13,winter 2020-21
12086,2716940,2021-01-17,0.021471451891617855,1.1242182981272677,0.19365273327451366,0.24160584018365197,0.28274849460402274,1.90973019130371,159.66666666666666,8,2020-11-08,2020-12-27,winter 2020-21
12091,210738,2020-08-16,0.05703626401555528,1.3589845282324322,0.006778898103671045,0.033894490518355226,0.2691446581896224,11.081466657011916,13.666666666666666,3,2020-07-12,2020-07-26,summer 2020
12097,375751,2020-08-09,0.07847230633343609,1.51977679798597,0.010265156598765824,0.039539862454505394,0.34876302578586216,13.940688034030174,22.666666666666668,3,2020-07-05,2020-07-19,summer 2020
12101,553947,2020-08-02,0.08180364757868934,1.5461680204873565,0.004384122359307711,0.025015286403108704,0.35607523603620295,20.811142993076622,28.0,4,2020-06-28,2020-07-19,summer 2020
12103,974996,2020-07-26,0.05640805421116706,1.3545007059190832,0.013919471024936073,0.05465223886632795,0.27199703575941026,7.1928821553814455,70.0,5,2020-06-07,2020-07-05,summer 2020
12103,974996,2021-01-24,0.029774478346912155,1.1756667347349803,0.12058657530023567,0.17934139510022898,0.25198749040219937,2.340423287595097,53.666666666666664,6,2020-11-01,2020-12-06,winter 2020-21
12105,724777,2020-08-09,0.04838496749300265,1.2983379283316752,0.014782872130718433,0.06149674806378868,0.24117049469912988,5.374801957248296,47.0,5,2020-06-14,2020-07-12,summer 2020
12111,328297,2020-08-09,0.059201377715005554,1.3745352303193736,0.01958157226100582,0.07223424434059925,0.28672731981471744,5.762947605284744,33.333333333333336,4,2020-06-28,2020-07-19,summer 2020
12111,328297,2021-01-10,0.05185264309878109,1.3223630527429566,0.1644852069924489,0.18711280160516675,0.36816535271878925,10.177133290829582,20.333333333333332,3,2020-12-13,2020-12-27,winter 2020-21
12113,184313,2020-08-16,0.05522784915953454,1.346111204278061,0.008525869425534668,0.03642871481819358,0.26345302867736897,10.411820601863825,10.0,3,2020-07-12,2020-07-26,summer 2020
12113,184313,2021-01-17,0.040653804138749645,1.2461128137687545,0.08680885233271662,0.13718898984723968,0.2671681587918031,3.8771932919280063,21.666666666666668,4,2020-12-13,2021-01-03,winter 2020-21
12115,433742,2020-08-23,0.05597485202912169,1.3514161098365598,0.032935971812077885,0.05928474926174019,0.28440691127703155,10.901776112744027,21.0,4,2020-07-12,2020-08-02,summer 2020
12115,433742,2020-12-20,0.033108987320979874,1.1968872677158735,0.11758141936911805,0.15381098836240373,0.26273876877738045,4.2869292202835405,34.0,4,2020-11-15,2020-12-06,winter 2020-21
12117,471826,2020-08-09,0.11652977279663357,1.8454351684263979,0.006055501089687421,0.03603023148364015,0.461403729637466,20.009353143258352,26.333333333333332,3,2020-07-05,2020-07-19,summer 2020
13015,107738,2021-01-24,0.06076817570214581,1.3858831639433087,0.14718245054802256,0.2068510115810047,0.384639649546343,4.499064339057328,11.333333333333334,4,2020-12-13,2021-01-03,winter 2020-21
13021,153159,2020-08-30,0.05588604293468775,1.350784490512128,0.04010771252657136,0.11099576257353469,0.28938161918819416,3.919305927230242,18.666666666666668,5,2020-07-12,2020-08-09,summer 2020
13063,292256,2020-09-06,0.08233425070988488,1.5504074401104786,0.04008227620403247,0.07087719572664278,0.38086099243205007,13.448718969551495,11.0,3,2020-07-12,2020-07-26,summer 2020
13063,292256,2021-01-31,0.024911329382340707,1.14529460174575,0.1016721152492531,0.15104174813470772,0.21563597402673218,2.400028583117884,26.333333333333332,7,2020-12-06,2021-01-17,winter 2020-21
13067,760141,2020-06-07,0.0859980574518526,1.5799524905929376,0.0009396752895656389,0.03627146617723366,0.3676643249345436,12.703465832855128,24.666666666666668,3,2020-03-22,2020-04-05,spring 2020
13067,760141,2021-02-07,0.03928902406566225,1.2370824818635267,0.10637124277883031,0.14696521528806591,0.2776320331729072,4.5763669710596115,47.333333333333336,3,2020-12-27,2021-01-10,winter 2020-21
13073,156714,2021-02-07,0.05949350878107873,1.3766450229562563,0.08751155425989837,0.14585259043316395,0.3371650421685384,4.83792180090843,14.0,3,2020-12-27,2021-01-10,winter 2020-21
13077,148509,2021-02-14,0.04189196318830963,1.2543539884284935,0.07406958500831598,0.13659585806728403,0.26182686583415904,3.2413184839312685,13.0,5,2020-12-13,2021-01-10,winter 2020-21
13089,759297,2021-02-14,0.02876656213967144,1.169316046704356,0.0983992900199602,0.13866209702621543,0.22895036588170925,3.423868930675913,45.0,4,2020-12-27,2021-01-17,winter 2020-21
13095,87956,2021-01-24,0.03648754455471378,1.2187209626403352,0.33620706457124666,0.3963020471274598,0.4553364094183965,2.084401575032747,10.666666666666666,3,2020-12-20,2021-01-03,winter 2020-21
13097,146343,2021-01-24,0.05904846951317618,1.3734320173714365,0.107379824892791,0.1356890514554359,0.3500805545398865,9.845700994120364,11.666666666666666,3,2020-12-27,2021-01-10,winter 2020-21
13117,244252,2021-01-31,0.04584670615517072,1.2809893270421946,0.047374959351115124,0.06492124059226886,0.2563364732721881,13.320307104759928,11.666666666666666,3,2021-01-03,2021-01-17,winter 2020-21
13121,1063937,2020-05-24,0.0975172108515756,1.6759977928795406,0.0004028165470055356,0.026317347737694993,0.4035808473616297,19.66001723895127,30.333333333333332,3,2020-03-22,2020-04-05,spring 2020
13121,1063937,2020-08-09,0.07605076692803024,1.5008355015507782,0.042161465253246065,0.05773703840412677,0.36179645686882955,24.765240895770276,34.0,3,2020-07-05,2020-07-19,summer 2020
13127,85292,2020-08-09,0.057799585399112605,1.3644497612822695,0.00669967372588955,0.0787211662792022,0.2720139982723613,4.1284697770301175,12.0,4,2020-06-28,2020-07-19,summer 2020
13135,936250,2021-02-07,0.041268149664702596,1.2501960915209525,0.09017737936296014,0.12496662216288384,0.27225606702211336,5.727468759206139,56.0,4,2020-12-27,2021-01-17,winter 2020-21
13139,204441,2020-08-16,0.05630625075943012,1.3537752790920776,0.04192617220336709,0.07337080135589241,0.2922947828984037,9.076562479213823,12.333333333333334,4,2020-07-05,2020-07-26,summer 2020
13139,204441,2021-01-17,0.04915733079752512,1.3036565662349404,0.14534406363833924,0.1928603921354886,0.3444163451498792,4.635704226574485,24.0,5,2020-12-06,2021-01-03,winter 2020-21
13139,204441,2021-01-31,0.04915733079752512,1.3036565662349404,0.14534406363833924,0.22849763850835064,0.3444163451498792,2.590611801641379,24.0,5,2020-12-06,2021-01-03,winter 2020-21
13151,234561,2020-08-23,0.06825081750195952,1.4411886360210282,0.021316416625099654,0.040805711825190764,0.3209191642830713,18.169176475237496,10.333333333333334,3,2020-07-19,2020-08-02,summer 2020
13153,157863,2021-01-17,0.04496310572549128,1.2749967145974268,0.09954381783119359,0.13755145736674024,0.2937580372878682,5.633341900775276,14.333333333333334,4,2020-12-06,2020-12-27,winter 2020-21
13215,195769,2021-02-07,0.08115324626078069,1.5409849474081148,0.15251210792895126,0.21599800931564386,0.4500349315569273,5.553481371047038,28.333333333333332,4,2021-01-03,2021-01-24,winter 2020-21
13217,111744,2021-01-24,0.03570735763311037,1.2136490843493148,0.14446285387007038,0.19943544428080512,0.2950704143705454,2.91559664102755,10.666666666666666,5,2020-12-13,2021-01-10,winter 2020-21
13245,202518,2021-01-31,0.04951051289713885,1.306094838259085,0.17635116737418755,0.24336461097637882,0.369380531567166,3.1467463698202063,24.666666666666668,3,2020-12-27,2021-01-10,winter 2020-21
13313,104628,2021-01-10,0.03940939650646549,1.2378766950958082,0.0942113282978061,0.1897880381651456,0.26827229619014004,1.9137056817048215,13.333333333333334,5,2020-11-08,2020-12-06,winter 2020-21
15003,974563,2020-09-06,0.06150093705053937,1.3912177794020066,0.002785131093921803,0.010700766834541665,0.2832072133704936,41.43082825291641,15.666666666666666,4,2020-07-26,2020-08-16,summer 2020
15003,974563,2021-01-24,0.05918966864567625,1.3744507241400523,0.03239547219772203,0.039724764550147826,0.29600638945592195,41.829908653545445,28.333333333333332,4,2020-12-27,2021-01-17,winter 2020-21
16001,481587,2020-12-27,0.05283567994699905,1.3292425236336973,0.04508901966682181,0.09967046452665873,0.28161267537335766,4.835583178576977,24.333333333333332,6,2020-10-04,2020-11-08,winter 2020-21
16055,165697,2020-12-06,0.04421708631473026,1.269955842322418,0.04138362708523906,0.07414566519438665,0.24515771260069819,6.872427253555331,10.0,3,2020-10-25,2020-11-08,winter 2020-21
16083,86878,2020-11-22,0.046794773695526024,1.2874458986132031,0.06906236331407262,0.12661433274246645,0.2769112568623624,3.9592587664445897,12.0,5,2020-10-11,2020-11-08,winter 2020-21
17007,53544,2020-12-13,0.07225720797703429,1.4715677226147916,0.07737294828285415,0.1414057330686645,0.3730311982667348,5.370996222325224,10.0,3,2020-11-15,2020-11-29,winter 2020-21
17031,5150233,2020-05-10,0.10743409976973396,1.7626360857398005,0.0011095198439149674,0.06426893695877449,0.433297384390699,8.677835346310905,508.6666666666667,3,2020-03-29,2020-04-12,spring 2020
